DATE,TIME,12CO2
5/11/2026,23:02:19,5.21E+02
5/11/2026,23:02:21,5.20E+02
5/11/2026,23:02:22,5.20E+02
5/11/2026,23:02:23,5.20E+02
5/11/2026,23:02:24,5.19E+02
5/11/2026,23:02:26,5.19E+02
5/11/2026,23:02:27,5.19E+02
5/11/2026,23:02:28,5.19E+02
5/11/2026,23:02:29,5.18E+02
5/11/2026,23:02:31,5.18E+02
5/11/2026,23:02:32,5.17E+02
5/11/2026,23:02:33,5.17E+02
5/11/2026,23:02:34,5.17E+02
5/11/2026,23:02:36,5.16E+02
5/11/2026,23:02:37,5.16E+02
5/11/2026,23:02:38,5.16E+02
5/11/2026,23:02:40,5.15E+02
5/11/2026,23:02:41,5.15E+02
5/11/2026,23:02:42,5.15E+02
5/11/2026,23:02:43,5.14E+02
5/11/2026,23:02:45,5.14E+02
5/11/2026,23:02:46,5.14E+02
5/11/2026,23:02:47,5.13E+02
5/11/2026,23:02:49,5.13E+02
5/11/2026,23:02:50,5.13E+02
5/11/2026,23:02:51,5.12E+02
5/11/2026,23:02:52,5.12E+02
5/11/2026,23:02:54,5.12E+02
5/11/2026,23:02:55,5.11E+02
5/11/2026,23:02:56,5.11E+02
5/11/2026,23:02:57,5.11E+02
5/11/2026,23:02:59,5.10E+02
5/11/2026,23:03:00,5.10E+02
5/11/2026,23:03:01,5.10E+02
5/11/2026,23:03:03,5.10E+02
5/11/2026,23:03:04,5.09E+02
5/11/2026,23:03:05,5.09E+02
5/11/2026,23:03:06,5.09E+02
5/11/2026,23:03:08,5.08E+02
5/11/2026,23:03:09,5.08E+02
5/11/2026,23:03:10,5.07E+02
5/11/2026,23:03:11,5.07E+02
5/11/2026,23:03:13,5.07E+02
5/11/2026,23:03:14,5.07E+02
5/11/2026,23:03:15,5.07E+02
5/11/2026,23:03:16,5.07E+02
5/11/2026,23:03:18,5.06E+02
5/11/2026,23:03:19,5.06E+02
5/11/2026,23:03:20,5.06E+02
5/11/2026,23:03:22,5.05E+02
5/11/2026,23:03:23,5.05E+02
5/11/2026,23:03:24,5.05E+02
5/11/2026,23:03:26,5.04E+02
5/11/2026,23:03:27,5.04E+02
5/11/2026,23:03:28,5.04E+02
5/11/2026,23:03:30,5.03E+02
5/11/2026,23:03:31,5.03E+02
5/11/2026,23:03:32,5.03E+02
5/11/2026,23:03:33,5.03E+02
5/11/2026,23:03:34,5.02E+02
5/11/2026,23:03:36,5.02E+02
5/11/2026,23:03:37,5.02E+02
5/11/2026,23:03:38,5.02E+02
5/11/2026,23:03:40,5.02E+02
5/11/2026,23:03:41,5.01E+02
5/11/2026,23:03:42,5.01E+02
5/11/2026,23:03:43,5.01E+02
5/11/2026,23:03:45,5.01E+02
5/11/2026,23:03:46,5.01E+02
5/11/2026,23:03:47,5.01E+02
5/11/2026,23:03:48,5.00E+02
5/11/2026,23:03:50,5.00E+02
5/11/2026,23:03:51,5.00E+02
5/11/2026,23:03:52,5.00E+02
5/11/2026,23:03:53,4.99E+02
5/11/2026,23:03:55,4.99E+02
5/11/2026,23:03:56,4.99E+02
5/11/2026,23:03:57,4.99E+02
5/11/2026,23:03:58,4.99E+02
5/11/2026,23:04:00,4.98E+02
5/11/2026,23:04:01,4.98E+02
5/11/2026,23:04:02,4.98E+02
5/11/2026,23:04:04,4.98E+02
5/11/2026,23:04:05,4.97E+02
5/11/2026,23:04:06,4.97E+02
5/11/2026,23:04:08,4.97E+02
5/11/2026,23:04:09,4.97E+02
5/11/2026,23:04:10,4.97E+02
5/11/2026,23:04:11,4.96E+02
5/11/2026,23:04:13,4.96E+02
5/11/2026,23:04:14,4.96E+02
5/11/2026,23:04:15,4.96E+02
5/11/2026,23:04:16,4.96E+02
5/11/2026,23:04:18,4.96E+02
5/11/2026,23:04:19,4.96E+02
5/11/2026,23:04:20,4.95E+02
5/11/2026,23:04:21,4.95E+02
5/11/2026,23:04:23,4.95E+02
5/11/2026,23:04:24,4.95E+02
5/11/2026,23:04:25,4.95E+02
5/11/2026,23:04:26,4.94E+02
5/11/2026,23:04:28,4.95E+02
5/11/2026,23:04:29,4.95E+02
5/11/2026,23:04:30,4.94E+02
5/11/2026,23:04:31,4.94E+02
5/11/2026,23:04:33,4.94E+02
5/11/2026,23:04:34,4.94E+02
5/11/2026,23:04:35,4.94E+02
5/11/2026,23:04:37,4.94E+02
5/11/2026,23:04:38,4.93E+02
5/11/2026,23:04:39,4.93E+02
5/11/2026,23:04:40,4.93E+02
5/11/2026,23:04:42,4.93E+02
5/11/2026,23:04:43,4.93E+02
5/11/2026,23:04:44,4.93E+02
5/11/2026,23:04:46,4.93E+02
5/11/2026,23:04:47,4.93E+02
5/11/2026,23:04:48,4.93E+02
5/11/2026,23:04:49,4.92E+02
5/11/2026,23:04:51,4.92E+02
5/11/2026,23:04:52,4.92E+02
5/11/2026,23:04:53,4.92E+02
5/11/2026,23:04:55,4.92E+02
5/11/2026,23:04:56,4.92E+02
5/11/2026,23:04:57,4.92E+02
5/11/2026,23:04:58,4.92E+02
5/11/2026,23:05:00,4.92E+02
5/11/2026,23:05:01,4.92E+02
5/11/2026,23:05:02,4.91E+02
5/11/2026,23:05:03,4.91E+02
5/11/2026,23:05:05,4.91E+02
5/11/2026,23:05:06,4.91E+02
5/11/2026,23:05:07,4.91E+02
5/11/2026,23:05:08,4.91E+02
5/11/2026,23:05:10,4.91E+02
5/11/2026,23:05:11,4.91E+02
5/11/2026,23:05:12,4.91E+02
5/11/2026,23:05:13,4.91E+02
5/11/2026,23:05:15,4.91E+02
5/11/2026,23:05:16,4.91E+02
5/11/2026,23:05:17,4.91E+02
5/11/2026,23:05:18,4.91E+02
5/11/2026,23:05:20,4.91E+02
5/11/2026,23:05:21,4.90E+02
5/11/2026,23:05:23,4.90E+02
5/11/2026,23:05:24,4.91E+02
5/11/2026,23:05:25,4.91E+02
5/11/2026,23:05:26,4.91E+02
5/11/2026,23:05:28,4.90E+02
5/11/2026,23:05:29,4.90E+02
5/11/2026,23:05:30,4.90E+02
5/11/2026,23:05:32,4.90E+02
5/11/2026,23:05:33,4.90E+02
5/11/2026,23:05:34,4.90E+02
5/11/2026,23:05:35,4.91E+02
5/11/2026,23:05:36,4.90E+02
5/11/2026,23:05:38,4.90E+02
5/11/2026,23:05:39,4.91E+02
5/11/2026,23:05:40,4.91E+02
5/11/2026,23:05:42,4.91E+02
5/11/2026,23:05:43,4.91E+02
5/11/2026,23:05:44,4.91E+02
5/11/2026,23:05:45,4.91E+02
5/11/2026,23:05:47,4.91E+02
5/11/2026,23:05:48,4.91E+02
5/11/2026,23:05:49,4.91E+02
5/11/2026,23:05:50,4.91E+02
5/11/2026,23:05:52,4.91E+02
5/11/2026,23:05:53,4.91E+02
5/11/2026,23:05:54,4.92E+02
5/11/2026,23:05:55,4.92E+02
5/11/2026,23:05:57,4.92E+02
5/11/2026,23:05:58,4.92E+02
5/11/2026,23:05:59,4.92E+02
5/11/2026,23:06:01,4.92E+02
5/11/2026,23:06:02,4.92E+02
5/11/2026,23:06:03,4.93E+02
5/11/2026,23:06:05,4.93E+02
5/11/2026,23:06:06,4.93E+02
5/11/2026,23:06:07,4.93E+02
5/11/2026,23:06:08,4.93E+02
5/11/2026,23:06:10,4.93E+02
5/11/2026,23:06:11,4.94E+02
5/11/2026,23:06:12,4.94E+02
5/11/2026,23:06:13,4.94E+02
5/11/2026,23:06:15,4.94E+02
5/11/2026,23:06:16,4.94E+02
5/11/2026,23:06:17,4.94E+02
5/11/2026,23:06:19,4.94E+02
5/11/2026,23:06:20,4.94E+02
5/11/2026,23:06:21,4.95E+02
5/11/2026,23:06:22,4.95E+02
5/11/2026,23:06:24,4.95E+02
5/11/2026,23:06:25,4.95E+02
5/11/2026,23:06:26,4.96E+02
5/11/2026,23:06:27,4.96E+02
5/11/2026,23:06:29,4.96E+02
5/11/2026,23:06:30,4.96E+02
5/11/2026,23:06:31,4.96E+02
5/11/2026,23:06:32,4.96E+02
5/11/2026,23:06:34,4.97E+02
5/11/2026,23:06:35,4.97E+02
5/11/2026,23:06:37,4.97E+02
5/11/2026,23:06:38,4.97E+02
5/11/2026,23:06:39,4.97E+02
5/11/2026,23:06:40,4.97E+02
5/11/2026,23:06:42,4.98E+02
5/11/2026,23:06:43,4.98E+02
5/11/2026,23:06:44,4.98E+02
5/11/2026,23:06:45,4.98E+02
5/11/2026,23:06:47,4.98E+02
5/11/2026,23:06:48,4.99E+02
5/11/2026,23:06:49,4.99E+02
5/11/2026,23:06:50,4.99E+02
5/11/2026,23:06:52,4.99E+02
5/11/2026,23:06:53,5.00E+02
5/11/2026,23:06:54,5.00E+02
5/11/2026,23:06:56,5.00E+02
5/11/2026,23:06:57,5.01E+02
5/11/2026,23:06:58,5.01E+02
5/11/2026,23:06:59,5.01E+02
5/11/2026,23:07:00,5.02E+02
5/11/2026,23:07:02,5.02E+02
5/11/2026,23:07:03,5.02E+02
5/11/2026,23:07:04,5.03E+02
5/11/2026,23:07:06,5.03E+02
5/11/2026,23:07:07,5.03E+02
5/11/2026,23:07:08,5.04E+02
5/11/2026,23:07:09,5.04E+02
5/11/2026,23:07:11,5.05E+02
5/11/2026,23:07:12,5.06E+02
5/11/2026,23:07:13,5.06E+02
5/11/2026,23:07:15,5.07E+02
5/11/2026,23:07:16,5.07E+02
5/11/2026,23:07:17,5.07E+02
5/11/2026,23:07:19,5.08E+02
5/11/2026,23:07:20,5.09E+02
5/11/2026,23:07:21,5.09E+02
5/11/2026,23:07:22,5.10E+02
5/11/2026,23:07:23,5.11E+02
5/11/2026,23:07:25,5.11E+02
5/11/2026,23:07:26,5.12E+02
5/11/2026,23:07:27,5.13E+02
5/11/2026,23:07:29,5.13E+02
5/11/2026,23:07:30,5.14E+02
5/11/2026,23:07:31,5.15E+02
5/11/2026,23:07:32,5.15E+02
5/11/2026,23:07:34,5.16E+02
5/11/2026,23:07:35,5.17E+02
5/11/2026,23:07:36,5.17E+02
5/11/2026,23:07:37,5.18E+02
5/11/2026,23:07:38,5.19E+02
5/11/2026,23:07:40,5.19E+02
5/11/2026,23:07:41,5.21E+02
5/11/2026,23:07:42,5.22E+02
5/11/2026,23:07:44,5.22E+02
5/11/2026,23:07:45,5.23E+02
5/11/2026,23:07:46,5.24E+02
5/11/2026,23:07:47,5.24E+02
5/11/2026,23:07:49,5.25E+02
5/11/2026,23:07:50,5.26E+02
5/11/2026,23:07:51,5.26E+02
5/11/2026,23:07:53,5.28E+02
5/11/2026,23:07:54,5.28E+02
5/11/2026,23:07:55,5.28E+02
5/11/2026,23:07:57,5.30E+02
5/11/2026,23:07:58,5.31E+02
5/11/2026,23:07:59,5.31E+02
5/11/2026,23:08:00,5.32E+02
5/11/2026,23:08:02,5.32E+02
5/11/2026,23:08:03,5.32E+02
5/11/2026,23:08:04,5.34E+02
5/11/2026,23:08:05,5.35E+02
5/11/2026,23:08:07,5.35E+02
5/11/2026,23:08:08,5.36E+02
5/11/2026,23:08:09,5.36E+02
5/11/2026,23:08:11,5.36E+02
5/11/2026,23:08:12,5.38E+02
5/11/2026,23:08:13,5.38E+02
5/11/2026,23:08:14,5.38E+02
5/11/2026,23:08:16,5.39E+02
5/11/2026,23:08:17,5.40E+02
5/11/2026,23:08:18,5.40E+02
5/11/2026,23:08:20,5.41E+02
5/11/2026,23:08:21,5.41E+02
5/11/2026,23:08:22,5.41E+02
5/11/2026,23:08:23,5.42E+02
5/11/2026,23:08:24,5.43E+02
5/11/2026,23:08:26,5.43E+02
5/11/2026,23:08:27,5.44E+02
5/11/2026,23:08:28,5.44E+02
5/11/2026,23:08:29,5.44E+02
5/11/2026,23:08:31,5.45E+02
5/11/2026,23:08:32,5.45E+02
5/11/2026,23:08:34,5.45E+02
5/11/2026,23:08:35,5.46E+02
5/11/2026,23:08:36,5.46E+02
5/11/2026,23:08:37,5.46E+02
5/11/2026,23:08:39,5.47E+02
5/11/2026,23:08:40,5.47E+02
5/11/2026,23:08:41,5.47E+02
5/11/2026,23:08:43,5.47E+02
5/11/2026,23:08:44,5.48E+02
5/11/2026,23:08:45,5.48E+02
5/11/2026,23:08:46,5.48E+02
5/11/2026,23:08:47,5.48E+02
5/11/2026,23:08:49,5.48E+02
5/11/2026,23:08:50,5.49E+02
5/11/2026,23:08:51,5.49E+02
5/11/2026,23:08:52,5.49E+02
5/11/2026,23:08:54,5.49E+02
5/11/2026,23:08:55,5.49E+02
5/11/2026,23:08:56,5.49E+02
5/11/2026,23:08:58,5.50E+02
5/11/2026,23:08:59,5.49E+02
5/11/2026,23:09:00,5.49E+02
5/11/2026,23:09:01,5.49E+02
5/11/2026,23:09:02,5.50E+02
5/11/2026,23:09:04,5.50E+02
5/11/2026,23:09:05,5.50E+02
5/11/2026,23:09:06,5.50E+02
5/11/2026,23:09:08,5.50E+02
5/11/2026,23:09:09,5.49E+02
5/11/2026,23:09:10,5.50E+02
5/11/2026,23:09:12,5.50E+02
5/11/2026,23:09:13,5.50E+02
5/11/2026,23:09:14,5.50E+02
5/11/2026,23:09:15,5.50E+02
5/11/2026,23:09:17,5.49E+02
5/11/2026,23:09:18,5.50E+02
5/11/2026,23:09:19,5.50E+02
5/11/2026,23:09:21,5.49E+02
5/11/2026,23:09:22,5.49E+02
5/11/2026,23:09:23,5.49E+02
5/11/2026,23:09:24,5.49E+02
5/11/2026,23:09:25,5.49E+02
5/11/2026,23:09:27,5.49E+02
5/11/2026,23:09:28,5.49E+02
5/11/2026,23:09:29,5.49E+02
5/11/2026,23:09:31,5.49E+02
5/11/2026,23:09:32,5.48E+02
5/11/2026,23:09:33,5.49E+02
5/11/2026,23:09:34,5.49E+02
5/11/2026,23:09:36,5.48E+02
5/11/2026,23:09:37,5.48E+02
5/11/2026,23:09:38,5.48E+02
5/11/2026,23:09:39,5.47E+02
5/11/2026,23:09:40,5.47E+02
5/11/2026,23:09:42,5.47E+02
5/11/2026,23:09:43,5.47E+02
5/11/2026,23:09:44,5.47E+02
5/11/2026,23:09:46,5.47E+02
5/11/2026,23:09:47,5.46E+02
5/11/2026,23:09:48,5.46E+02
5/11/2026,23:09:50,5.46E+02
5/11/2026,23:09:51,5.46E+02
5/11/2026,23:09:52,5.46E+02
5/11/2026,23:09:53,5.46E+02
5/11/2026,23:09:55,5.45E+02
5/11/2026,23:09:56,5.45E+02
5/11/2026,23:09:57,5.45E+02
5/11/2026,23:09:59,5.45E+02
5/11/2026,23:10:00,5.44E+02
5/11/2026,23:10:01,5.44E+02
5/11/2026,23:10:02,5.44E+02
5/11/2026,23:10:03,5.44E+02
5/11/2026,23:10:05,5.44E+02
5/11/2026,23:10:06,5.43E+02
5/11/2026,23:10:07,5.43E+02
5/11/2026,23:10:08,5.43E+02
5/11/2026,23:10:10,5.42E+02
5/11/2026,23:10:11,5.42E+02
5/11/2026,23:10:12,5.42E+02
5/11/2026,23:10:14,5.42E+02
5/11/2026,23:10:15,5.42E+02
5/11/2026,23:10:16,5.42E+02
5/11/2026,23:10:17,5.41E+02
5/11/2026,23:10:18,5.41E+02
5/11/2026,23:10:20,5.41E+02
5/11/2026,23:10:21,5.40E+02
5/11/2026,23:10:22,5.40E+02
5/11/2026,23:10:24,5.40E+02
5/11/2026,23:10:25,5.39E+02
5/11/2026,23:10:26,5.39E+02
5/11/2026,23:10:28,5.39E+02
5/11/2026,23:10:29,5.38E+02
5/11/2026,23:10:30,5.38E+02
5/11/2026,23:10:32,5.38E+02
5/11/2026,23:10:33,5.37E+02
5/11/2026,23:10:34,5.37E+02
5/11/2026,23:10:35,5.37E+02
5/11/2026,23:10:37,5.36E+02
5/11/2026,23:10:38,5.36E+02
5/11/2026,23:10:39,5.36E+02
5/11/2026,23:10:40,5.36E+02
5/11/2026,23:10:42,5.36E+02
5/11/2026,23:10:43,5.36E+02
5/11/2026,23:10:44,5.35E+02
5/11/2026,23:10:45,5.35E+02
5/11/2026,23:10:47,5.35E+02
5/11/2026,23:10:48,5.34E+02
5/11/2026,23:10:49,5.34E+02
5/11/2026,23:10:50,5.34E+02
5/11/2026,23:10:52,5.33E+02
5/11/2026,23:10:53,5.33E+02
5/11/2026,23:10:54,5.33E+02
5/11/2026,23:10:55,5.32E+02
5/11/2026,23:10:57,5.32E+02
5/11/2026,23:10:58,5.32E+02
5/11/2026,23:10:59,5.31E+02
5/11/2026,23:11:01,5.31E+02
5/11/2026,23:11:02,5.31E+02
5/11/2026,23:11:03,5.30E+02
5/11/2026,23:11:04,5.30E+02
5/11/2026,23:11:06,5.30E+02
5/11/2026,23:11:07,5.29E+02
5/11/2026,23:11:08,5.29E+02
5/11/2026,23:11:10,5.29E+02
5/11/2026,23:11:11,5.29E+02
5/11/2026,23:11:12,5.28E+02
5/11/2026,23:11:13,5.28E+02
5/11/2026,23:11:15,5.27E+02
5/11/2026,23:11:16,5.27E+02
5/11/2026,23:11:17,5.27E+02
5/11/2026,23:11:18,5.27E+02
5/11/2026,23:11:20,5.27E+02
5/11/2026,23:11:21,5.27E+02
5/11/2026,23:11:22,5.26E+02
5/11/2026,23:11:23,5.26E+02
5/11/2026,23:11:25,5.26E+02
5/11/2026,23:11:26,5.25E+02
5/11/2026,23:11:27,5.24E+02
5/11/2026,23:11:28,5.24E+02
5/11/2026,23:11:30,5.24E+02
5/11/2026,23:11:31,5.24E+02
5/11/2026,23:11:32,5.24E+02
5/11/2026,23:11:33,5.23E+02
5/11/2026,23:11:35,5.23E+02
5/11/2026,23:11:36,5.23E+02
5/11/2026,23:11:37,5.22E+02
5/11/2026,23:11:39,5.22E+02
5/11/2026,23:11:40,5.22E+02
5/11/2026,23:11:41,5.21E+02
5/11/2026,23:11:43,5.21E+02
5/11/2026,23:11:44,5.21E+02
5/11/2026,23:11:45,5.20E+02
5/11/2026,23:11:46,5.20E+02
5/11/2026,23:11:48,5.20E+02
5/11/2026,23:11:49,5.20E+02
5/11/2026,23:11:50,5.20E+02
5/11/2026,23:11:51,5.20E+02
5/11/2026,23:11:53,5.19E+02
5/11/2026,23:11:54,5.18E+02
5/11/2026,23:11:55,5.18E+02
5/11/2026,23:11:56,5.18E+02
5/11/2026,23:11:58,5.18E+02
5/11/2026,23:11:59,5.18E+02
5/11/2026,23:12:00,5.17E+02
5/11/2026,23:12:01,5.17E+02
5/11/2026,23:12:03,5.17E+02
5/11/2026,23:12:04,5.16E+02
5/11/2026,23:12:05,5.16E+02
5/11/2026,23:12:06,5.16E+02
5/11/2026,23:12:08,5.15E+02
5/11/2026,23:12:09,5.15E+02
5/11/2026,23:12:10,5.15E+02
5/11/2026,23:12:11,5.14E+02
5/11/2026,23:12:12,5.15E+02
5/11/2026,23:12:14,5.15E+02
5/11/2026,23:12:15,5.14E+02
5/11/2026,23:12:16,5.14E+02
5/11/2026,23:12:18,5.14E+02
5/11/2026,23:12:19,5.13E+02
5/11/2026,23:12:20,5.13E+02
5/11/2026,23:12:22,5.13E+02
5/11/2026,23:12:23,5.12E+02
5/11/2026,23:12:24,5.12E+02
5/11/2026,23:12:26,5.12E+02
5/11/2026,23:12:27,5.11E+02
5/11/2026,23:12:28,5.11E+02
5/11/2026,23:12:29,5.11E+02
5/11/2026,23:12:31,5.11E+02
5/11/2026,23:12:32,5.11E+02
5/11/2026,23:12:33,5.11E+02
5/11/2026,23:12:34,5.10E+02
5/11/2026,23:12:36,5.10E+02
5/11/2026,23:12:37,5.10E+02
5/11/2026,23:12:38,5.09E+02
5/11/2026,23:12:40,5.09E+02
5/11/2026,23:12:41,5.09E+02
5/11/2026,23:12:42,5.08E+02
5/11/2026,23:12:43,5.08E+02
5/11/2026,23:12:45,5.08E+02
5/11/2026,23:12:46,5.07E+02
5/11/2026,23:12:47,5.08E+02
5/11/2026,23:12:48,5.08E+02
5/11/2026,23:12:50,5.07E+02
5/11/2026,23:12:51,5.07E+02
5/11/2026,23:12:52,5.07E+02
5/11/2026,23:12:53,5.07E+02
5/11/2026,23:12:55,5.06E+02
5/11/2026,23:12:56,5.06E+02
5/11/2026,23:12:57,5.06E+02
5/11/2026,23:12:59,5.05E+02
5/11/2026,23:13:00,5.05E+02
5/11/2026,23:13:01,5.05E+02
5/11/2026,23:13:02,5.05E+02
5/11/2026,23:13:04,5.05E+02
5/11/2026,23:13:05,5.04E+02
5/11/2026,23:13:06,5.04E+02
5/11/2026,23:13:07,5.04E+02
5/11/2026,23:13:09,5.04E+02
5/11/2026,23:13:10,5.03E+02
5/11/2026,23:13:11,5.03E+02
5/11/2026,23:13:13,5.03E+02
5/11/2026,23:13:14,5.03E+02
5/11/2026,23:13:15,5.03E+02
5/11/2026,23:13:16,5.03E+02
5/11/2026,23:13:18,5.02E+02
5/11/2026,23:13:19,5.02E+02
5/11/2026,23:13:20,5.02E+02
5/11/2026,23:13:21,5.02E+02
5/11/2026,23:13:23,5.02E+02
5/11/2026,23:13:24,5.01E+02
5/11/2026,23:13:25,5.01E+02
5/11/2026,23:13:26,5.02E+02
5/11/2026,23:13:28,5.01E+02
5/11/2026,23:13:29,5.01E+02
5/11/2026,23:13:30,5.01E+02
5/11/2026,23:13:32,5.01E+02
5/11/2026,23:13:33,5.01E+02
5/11/2026,23:13:34,5.01E+02
5/11/2026,23:13:36,5.00E+02
5/11/2026,23:13:37,5.00E+02
5/11/2026,23:13:38,5.00E+02
5/11/2026,23:13:39,5.00E+02
5/11/2026,23:13:41,5.00E+02
5/11/2026,23:13:42,5.00E+02
5/11/2026,23:13:43,4.99E+02
5/11/2026,23:13:44,5.00E+02
5/11/2026,23:13:46,5.00E+02
5/11/2026,23:13:47,4.99E+02
5/11/2026,23:13:48,4.99E+02
5/11/2026,23:13:49,4.99E+02
5/11/2026,23:13:51,4.99E+02
5/11/2026,23:13:52,4.99E+02
5/11/2026,23:13:53,4.99E+02
5/11/2026,23:13:55,4.99E+02
5/11/2026,23:13:56,4.99E+02
5/11/2026,23:13:57,4.99E+02
5/11/2026,23:13:58,4.98E+02
5/11/2026,23:13:59,4.98E+02
5/11/2026,23:14:01,4.98E+02
5/11/2026,23:14:02,4.98E+02
5/11/2026,23:14:03,4.98E+02
5/11/2026,23:14:04,4.98E+02
5/11/2026,23:14:06,4.98E+02
5/11/2026,23:14:07,4.98E+02
5/11/2026,23:14:08,4.98E+02
5/11/2026,23:14:10,4.98E+02
5/11/2026,23:14:11,4.98E+02
5/11/2026,23:14:12,4.98E+02
5/11/2026,23:14:14,4.97E+02
5/11/2026,23:14:15,4.97E+02
5/11/2026,23:14:16,4.97E+02
5/11/2026,23:14:18,4.97E+02
5/11/2026,23:14:19,4.97E+02
5/11/2026,23:14:20,4.97E+02
5/11/2026,23:14:21,4.97E+02
5/11/2026,23:14:22,4.97E+02
5/11/2026,23:14:24,4.97E+02
5/11/2026,23:14:25,4.97E+02
5/11/2026,23:14:26,4.97E+02
5/11/2026,23:14:28,4.97E+02
5/11/2026,23:14:29,4.97E+02
5/11/2026,23:14:30,4.96E+02
5/11/2026,23:14:31,4.96E+02
5/11/2026,23:14:33,4.97E+02
5/11/2026,23:14:34,4.96E+02
5/11/2026,23:14:35,4.96E+02
5/11/2026,23:14:36,4.96E+02
5/11/2026,23:14:37,4.96E+02
5/11/2026,23:14:39,4.96E+02
5/11/2026,23:14:40,4.96E+02
5/11/2026,23:14:41,4.96E+02
5/11/2026,23:14:43,4.96E+02
5/11/2026,23:14:44,4.96E+02
5/11/2026,23:14:45,4.96E+02
5/11/2026,23:14:46,4.96E+02
5/11/2026,23:14:48,4.95E+02
5/11/2026,23:14:49,4.95E+02
5/11/2026,23:14:50,4.95E+02
5/11/2026,23:14:52,4.95E+02
5/11/2026,23:14:53,4.95E+02
5/11/2026,23:14:54,4.95E+02
5/11/2026,23:14:56,4.95E+02
5/11/2026,23:14:57,4.94E+02
5/11/2026,23:14:58,4.94E+02
5/11/2026,23:14:59,4.95E+02
5/11/2026,23:15:00,4.95E+02
5/11/2026,23:15:02,4.95E+02
5/11/2026,23:15:03,4.94E+02
5/11/2026,23:15:04,4.94E+02
5/11/2026,23:15:06,4.94E+02
5/11/2026,23:15:07,4.94E+02
5/11/2026,23:15:08,4.94E+02
5/11/2026,23:15:09,4.94E+02
5/11/2026,23:15:11,4.94E+02
5/11/2026,23:15:12,4.94E+02
5/11/2026,23:15:13,4.94E+02
5/11/2026,23:15:14,4.94E+02
5/11/2026,23:15:16,4.93E+02
5/11/2026,23:15:17,4.93E+02
5/11/2026,23:15:18,4.93E+02
5/11/2026,23:15:20,4.93E+02
5/11/2026,23:15:21,4.93E+02
5/11/2026,23:15:22,4.93E+02
5/11/2026,23:15:23,4.93E+02
5/11/2026,23:15:25,4.93E+02
5/11/2026,23:15:26,4.93E+02
5/11/2026,23:15:27,4.93E+02
5/11/2026,23:15:28,4.93E+02
5/11/2026,23:15:30,4.92E+02
5/11/2026,23:15:31,4.92E+02
5/11/2026,23:15:33,4.92E+02
5/11/2026,23:15:34,4.92E+02
5/11/2026,23:15:35,4.92E+02
5/11/2026,23:15:36,4.92E+02
5/11/2026,23:15:38,4.92E+02
5/11/2026,23:15:39,4.92E+02
5/11/2026,23:15:40,4.92E+02
5/11/2026,23:15:42,4.92E+02
5/11/2026,23:15:43,4.92E+02
5/11/2026,23:15:44,4.92E+02
5/11/2026,23:15:45,4.92E+02
5/11/2026,23:15:46,4.91E+02
5/11/2026,23:15:48,4.91E+02
5/11/2026,23:15:49,4.91E+02
5/11/2026,23:15:50,4.91E+02
5/11/2026,23:15:52,4.91E+02
5/11/2026,23:15:53,4.91E+02
5/11/2026,23:15:54,4.91E+02
5/11/2026,23:15:55,4.91E+02
5/11/2026,23:15:57,4.91E+02
5/11/2026,23:15:58,4.91E+02
5/11/2026,23:15:59,4.91E+02
5/11/2026,23:16:00,4.91E+02
5/11/2026,23:16:02,4.90E+02
5/11/2026,23:16:03,4.90E+02
5/11/2026,23:16:04,4.91E+02
5/11/2026,23:16:06,4.90E+02
5/11/2026,23:16:07,4.90E+02
5/11/2026,23:16:08,4.90E+02
5/11/2026,23:16:09,4.90E+02
5/11/2026,23:16:11,4.90E+02
5/11/2026,23:16:12,4.90E+02
5/11/2026,23:16:13,4.90E+02
5/11/2026,23:16:15,4.90E+02
5/11/2026,23:16:16,4.90E+02
5/11/2026,23:16:17,4.90E+02
5/11/2026,23:16:18,4.90E+02
5/11/2026,23:16:20,4.89E+02
5/11/2026,23:16:21,4.90E+02
5/11/2026,23:16:22,4.90E+02
5/11/2026,23:16:23,4.89E+02
5/11/2026,23:16:25,4.89E+02
5/11/2026,23:16:26,4.89E+02
5/11/2026,23:16:27,4.89E+02
5/11/2026,23:16:29,4.89E+02
5/11/2026,23:16:30,4.89E+02
5/11/2026,23:16:31,4.89E+02
5/11/2026,23:16:32,4.89E+02
5/11/2026,23:16:34,4.89E+02
5/11/2026,23:16:35,4.89E+02
5/11/2026,23:16:36,4.89E+02
5/11/2026,23:16:37,4.89E+02
5/11/2026,23:16:39,4.89E+02
5/11/2026,23:16:40,4.88E+02
5/11/2026,23:16:41,4.88E+02
5/11/2026,23:16:42,4.88E+02
5/11/2026,23:16:44,4.89E+02
5/11/2026,23:16:45,4.89E+02
5/11/2026,23:16:46,4.88E+02
5/11/2026,23:16:48,4.88E+02
5/11/2026,23:16:49,4.88E+02
5/11/2026,23:16:50,4.88E+02
5/11/2026,23:16:52,4.88E+02
5/11/2026,23:16:53,4.88E+02
5/11/2026,23:16:54,4.88E+02
5/11/2026,23:16:55,4.88E+02
5/11/2026,23:16:57,4.88E+02
5/11/2026,23:16:58,4.88E+02
5/11/2026,23:16:59,4.88E+02
5/11/2026,23:17:00,4.88E+02
5/11/2026,23:17:02,4.88E+02
5/11/2026,23:17:03,4.88E+02
5/11/2026,23:17:04,4.88E+02
5/11/2026,23:17:06,4.88E+02
5/11/2026,23:17:07,4.88E+02
